E05000493	9697	9791	10932	10942	11004	10968	11040
E05000494	9723	9687	11780	11933	12304	12640	12865
E05000495	1372	1555	1709	1777	1936	2070	2169
E05000496	7488	7752	8305	8485	8795	8992	9090
E05000497	4421	4340	4557	4590	4615	4654	4731
E05000498	7404	8484	9520	9663	10016	10313	10478
E05000499	6835	6812	7845	7931	8249	8418	8451
E05000500	4812	4918	5353	5423	5493	5574	5674
E05000501	9040	9424	11634	12469	15564	17844	18512
E05000502	5019	5109	5373	5463	5686	5915	6040
E05000503	2934	3315	3546	3578	3671	4005	4436
E05000504	5211	5457	5965	5994	6033	6125	6216
E05000505	6828	7308	8047	8114	8200	8443	8687
E05000506	2043	2114	2309	2358	2503	2698	2830
E05000507	10947	11783	13199	13607	15333	17428	18297
E05000508	6057	6476	7332	7381	7465	7571	7730
E05000509	3250	3273	3413	3442	3478	3543	3608
E05000510	6249	6940	7971	8118	8277	8513	9457
E05000511	4634	4891	5142	5234	5438	5586	5692
E05000512	5808	6342	7344	7764	8472	9336	10368
E05000513	5566	5645	6020	6070	6120	6171	6221
E05000514	7916	8302	9479	9730	10244	10843	11408
E05000515	2254	2229	2244	2250	2273	2331	2389
E05000516	3761	4013	3912	3953	3988	4044	4082
E05000517	1689	1754	1783	1794	1826	1869	1903
E05000518	4980	5106	5293	5352	5423	5501	5527
E05000519	1054	1091	1119	1135	1173	1232	1281
E05000520	1381	1376	1454	1475	1505	1549	1592
E05000521	4693	4659	4821	4894	4949	4975	5001
E05000522	3356	3575	3739	3812	3867	3904	3940
E05000523	5051	5218	5417	5508	5574	5627	5653
E05000524	2894	3316	3469	3514	3560	3636	3681
E05000525	5453	5886	5942	5977	6104	6294	6484
E05000526	3646	3898	3922	4012	4106	4180	4253
E05000527	5108	5324	5693	5855	6150	6430	6557
E05000528	3929	4098	4079	4135	4192	4267	4380
E05000529	5413	5742	5945	5938	6005	6093	6182
E05000530	2273	2347	2425	2462	2566	2636	2683
E05000531	5566	5787	5937	6029	6108	6165	6223
E05000532	4006	4260	4291	4342	4393	4433	4474
E05000533	5689	5768	6027	6122	6181	6212	6273
E05000534	12521	12986	14127	14350	14662	14983	15464
E05000535	13749	14145	15493	15919	16366	17494	18418
E05000536	8721	8928	9448	10281	12608	15325	16589
E05000537	16773	19770	18542	19301	20189	20921	21469
E05000538	3340	3347	3681	3659	3820	4067	4299
E05000539	11218	11567	12149	12055	12394	12736	12883
E05000540	10989	10005	10117	11117	13387	14390	14608
E05000541	15145	14610	14690	14756	17878	21579	22775
E05000542	10416	11159	12680	13674	14574	15438	16508
E05000543	9038	9099	9838	10132	10776	11333	11680
E05000544	16195	15869	16975	17866	19734	21054	21534
E05000545	8431	9287	10313	10347	10652	10878	11028
E05000546	13741	15431	16961	17322	18168	18685	18915
E05000547	5239	5548	6038	6002	6171	6415	6615
E05000548	11175	12123	13861	14933	17554	18945	19377
E05000549	8818	9165	10141	10635	11684	12713	13558
E05000550	12582	12062	14225	14529	14893	15098	15509
E05000551	8900	9114	9538	9718	10252	10552	10740
E05000552	8342	8767	9307	9996	12341	13685	14099
E05000553	9036	9556	11268	11501	12708	13572	13860
E05000554	3928	4043	4466	4469	4628	4897	5148
E05000555	2015	1999	2085	2107	2145	2215	2275
E05000556	3430	3187	3512	3551	3577	3626	3692
E05000557	4221	4227	4329	4404	4457	4671	4843
E05000558	4916	4856	4991	5086	5188	5262	5312
E05000559	1389	1400	1389	1426	1482	1538	1602
E05000560	2481	2547	2633	2674	2710	2761	2824
E05000561	5375	5443	5611	5705	5768	5821	5899
